candidate_id,rank,score,reasoning
CAND_0041918,62,0.4934193545579911,AI/Backend hybrid tracking 5.7 YOE; Active with 87% response rate.
CAND_0035987,63,0.493416396856308,AI/Backend hybrid tracking 5.8 YOE; Active with 67% response rate.
CAND_0085706,64,0.4919854860305786,AI/Backend hybrid tracking 7.7 YOE; Active with 68% response rate.
CAND_0035842,65,0.49105486392974856,AI/Backend hybrid tracking 7.8 YOE; Active with 80% response rate.
CAND_0065052,66,0.4908763074874878,AI/Backend hybrid tracking 4.6 YOE; Active with 68% response rate.
CAND_0077281,67,0.48898456573486326,AI/Backend hybrid tracking 9.1 YOE; Active with 83% response rate.
CAND_0065917,68,0.48834751129150394,AI/Backend hybrid tracking 7.0 YOE; Active with 74% response rate.
CAND_0043897,69,0.4876051826477051,AI/Backend hybrid tracking 6.9 YOE; Active with 76% response rate.
CAND_0015057,70,0.4875121793746948,AI/Backend hybrid tracking 4.6 YOE; Active with 85% response rate.
CAND_0006071,71,0.48698871374130254,AI/Backend hybrid tracking 7.4 YOE; Active with 78% response rate.
CAND_0068932,72,0.4856385324001312,AI/Backend hybrid tracking 5.2 YOE; Active with 82% response rate.
CAND_0045081,73,0.48551621747016915,AI/Backend hybrid tracking 6.7 YOE; Active with 85% response rate.
CAND_0049703,74,0.4841919267177582,AI/Backend hybrid tracking 6.7 YOE; Active with 77% response rate.
CAND_0097231,75,0.48382623481750486,AI/Backend hybrid tracking 5.3 YOE; Active with 76% response rate.
CAND_0089381,76,0.48343877792358403,AI/Backend hybrid tracking 6.0 YOE; Active with 81% response rate.
CAND_0030468,77,0.48186758112907413,AI/Backend hybrid tracking 5.4 YOE; Active with 78% response rate.
CAND_0097567,78,0.48176559233665467,AI/Backend hybrid tracking 6.3 YOE; Active with 79% response rate.
CAND_0010979,79,0.4803740622997284,AI/Backend hybrid tracking 5.9 YOE; Active with 83% response rate.
CAND_0083852,80,0.47957511544227605,AI/Backend hybrid tracking 6.0 YOE; Active with 85% response rate.
CAND_0005751,81,0.4793773212432862,AI/Backend hybrid tracking 7.0 YOE; Active with 84% response rate.
CAND_0025923,82,0.47882595300674435,AI/Backend hybrid tracking 5.0 YOE; Active with 84% response rate.
CAND_0061738,83,0.47845621204376226,AI/Backend hybrid tracking 5.1 YOE; Active with 85% response rate.
CAND_0031757,84,0.4777179048061371,AI/Backend hybrid tracking 6.3 YOE; Active with 69% response rate.
CAND_0026942,85,0.47622367000579835,AI/Backend hybrid tracking 6.0 YOE; Active with 84% response rate.
CAND_0053537,86,0.4758559379577637,AI/Backend hybrid tracking 8.0 YOE; Active with 74% response rate.
CAND_0047492,87,0.4746884129047394,AI/Backend hybrid tracking 4.8 YOE; Active with 71% response rate.
CAND_0072734,88,0.47443333148956296,AI/Backend hybrid tracking 7.1 YOE; Active with 78% response rate.
CAND_0015137,89,0.4737398035526276,AI/Backend hybrid tracking 4.7 YOE; Active with 81% response rate.
CAND_0018888,90,0.4726071333885193,AI/Backend hybrid tracking 6.5 YOE; Active with 55% response rate.
CAND_0085652,91,0.47218884468078615,AI/Backend hybrid tracking 6.8 YOE; Active with 78% response rate.
CAND_0098124,92,0.472104380607605,AI/Backend hybrid tracking 6.6 YOE; Active with 74% response rate.
CAND_0004708,93,0.4721014144420624,AI/Backend hybrid tracking 6.6 YOE; Active with 69% response rate.
CAND_0072117,94,0.4720066623687744,AI/Backend hybrid tracking 6.6 YOE; Active with 74% response rate.
CAND_0011698,95,0.4706867191791535,AI/Backend hybrid tracking 5.3 YOE; Active with 79% response rate.
CAND_0018013,96,0.46949879837036135,AI/Backend hybrid tracking 6.7 YOE; Active with 78% response rate.
CAND_0082122,97,0.4693374131917954,AI/Backend hybrid tracking 8.8 YOE; Active with 75% response rate.
CAND_0080344,98,0.4685519299507141,AI/Backend hybrid tracking 4.9 YOE; Active with 70% response rate.
CAND_0097248,99,0.4684007710218429,AI/Backend hybrid tracking 7.0 YOE; Active with 83% response rate.
CAND_0076895,100,0.4680083422660828,AI/Backend hybrid tracking 9.3 YOE; Active with 78% response rate.
